prod,author,date,review_format,stars,comments
Digital Minimalism: Choosing a Focused Life in a Noisy World,Dr Ali Binazir,"February 5, 2019",Verified Purchase,5,"









  
  
    
  THE PROBLEM: We've got these gizmos and gadgets that allow us to do lots of cool, often useful things, like sending messages, checking maps and traffic, seeing baby niece photos, and watching supremely educational cat videos. At the same time, those gizmos are designed to be addictive, taking us away from more important things, e.g. that real life thing.THE SOLUTION: Reclaim your life by instituting a policy of principled use. How and when do I use the gizmos, and why? How can they add to my life without subtracting from it?Newport proposes a Digital Declutter: step away from optional online activities for 30 days, then ""add back a small number of carefully chosen online activities that you believe will provide massive benefit to these things you value."" 1600 of his readers who volunteered to do it got a stupendous amount out of the exercise.Newport is a deep thinker; ""So Good They Can't Ignore You"" & ""Deep Work"" were game-changers for me. I'll be taking many of this book's suggestions to heart: more solitude, more walks, more letters to myself, consolidated texting, conversation office hours, and no more clicking 'Like' or social media commenting. Implementing this book's advice will significantly enrich your life.-- Ali Binazir, M.D., M.Phil., Happiness Engineer and author of 

  
The Tao of Dating: The Smart Woman's Guide to Being Absolutely Irresistible









  
  
    
  , the highest-rated dating book on Amazon for 4 years, and 

  
Should I Go to Medical School?: An Irreverent Guide to the Pros and Cons of a Career in Medicine"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Wally Bock,"February 26, 2019",Verified Purchase,3,"









  
  
    
  I bought Digital Minimalism: Choosing A Focused Life in A Noisy World by Cal Newport because I liked his last book, Deep Work. Newport is on the Computer Science faculty at Georgetown University. He studies and writes about the impact of technology on society. Cal Newport does not have, and never has had, a social media account. Digital Minimalism is about living and working in a world where the rest of us have several accounts and use them all the timeThe book has two parts. Part one has three chapters. The first chapter is “A Lopsided Arms Race."" It's about how social media companies manipulate our attention so they can make more money. There's a lot of good information and analysis, even if the chapter seems like ""Chicken Little.""Chapter two is “The Philosophy of Digital Minimalism.” According to Newport, there are three principles of digital minimalism. the first principle is that clutter is costly. Principle two is that optimization is important. Principle three is that intentionality is satisfying. Newport tells us that these principles are “self-evident.” Then he devotes several pages to arguments for them.Chapter three is “The Digital Declutter.” It’s written to help you move from being the helpless pawn of digital media to someone in control of their own life. Newport assumes that everyone has many digital media feeds and that we spend far too much time checking our feeds and posting on them. He never explicitly states this assumption and never supports it. What he describes is not true for most of the people I know. Most of them use only one, or two media. They use their feed(s) for a specific purpose. I’m around young people like the people Newport describes. Could their usage pattern be the temporary result of coming of age in a world where there is so much social media?Part two of the book is about practices. The first chapter, “Spend Time Alone,” is excellent. If you start the book and decide it’s not for you, skip ahead and read chapter four before you quit for good. Newport describes the effects of digital social networks on people born after 1995.  It's very scary and deserves more than part of a chapter.  Chapter five is about how to use social media. Newport uses the phrase, “When used properly,” which seems to shift blame to the user. Chapter five also contains an excellent analysis of the experimental designs for some of the research about how people use digital media and what the consequences are.Chapter six helps us “Reclaim Leisure.” The leisure that Newport wants us to reclaim is mostly about doing things with our hands. Newport suggests that we should become “handy.” I would rather spend time studying the history of art (a current passion) or taking my grandson to a museum. I wish there had been more on other forms of leisure, like learning to tango, hiking the trails in a local park, or family dinners.  Finally, we come to chapter seven, “Join the Attention Resistance.” Newport comes full-circle to the evil, manipulative digital media. If you want to resist them, you’ll find ideas here about what you can do. If you’re more concerned about how digital media fits into a life well-lived for you or the people you love, you can skip this chapter. In A NutshellDigital Minimalism is a very uneven book. Some parts are very, very good. Other spots seem like they were dashed off to increase the page count., I would buy this book for the first chapter on a lopsided arms race, chapter four on solitude, and the material in chapter five analyzing experimental designs.Cal Newport could have written a book about the impact of digital media and other forces on people born after 1995. He could have written a book about how to integrate social media into a life well lived. Instead, he wrote Digital Minimalism. That’s our loss.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Kevin Snyder,"April 26, 2019",Verified Purchase,1,"









  
  
    
  Good god this book is awful. The writer has never used social media and is barely online, yet still feels that they’re qualified to give advice to those of us trying to lessen our attachment to the digital world. Every sentence came off grossly over-simplified, completely unaware, and more than a little bit smug. I couldn’t finish it, so I added it to the little free library near our home. Maybe it will be someone else’s cup of tea.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Paul Roberts,"March 12, 2019",Verified Purchase,2,"









  
  
    
  This an example of a book that should at best be an essay or a short TED talk, some rules and principles designed to 'declutter' the technology from your life. It includes an ad nauseum list of individuals who have contacted the author, illustrating the impact of technology on their lives, and the steps they've taken to the distracting, draining, addictive impact of Apps and smart phones and the Internet on modern life. In my mind, this an example where a pre-high tech cultural item, a book, was a waste of my time in the Age of Technology.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Mike Pritchard,"February 5, 2019",Verified Purchase,5,"









  
  
    
  Folks, read Digital Minimalism. You (and I) are more addicted to social media and our smart phones than we would care to admit. (or worse, know that we should admit)  This is a practical book on how we can break our digital addictions and what you can replace the time with - real conversations, craft work, leisure time, rest.I am a huge fan of Deep Work where Cal taught us:  ""A deep life is a good life."" If you've read that book, you'll recall he had an entire chapter titled ""Quit Social Media."" That was a provocative chapter for me to read.  I disagreed with Cal when I first read it.  But over time the importance of that chapter has sunk in and now call has written Digital Minimalism to give us more of ""why"" we should declutter our digital lives and also ""how"" to do so.Digital Minimalism has 7 very readable chapters split into two main parts: Foundations and Practices. Cal does a great job for building the case of how social media and apps are crafted to steal as much of our time as we'll give it.  Or, as Bill Maher is quoted in the book they can ""steal your soul.""  Powerful statement to consider. Bill makes the point as quoted in this book that social media tycoons are like ""tobacco farmers in T-shirts.""  They know that their social media is addictive.While Cal does a great job in this book for building the case on how addictive and problematic social media and smart phone apps can be, what I really like about this book is that he describes several practical tools about what we could actually do with our time that would be so much more fulfilling,  (Hence, Deep Work 2.0)My favorite chapter is titled ""Spend Time Alone"" where Cal uses the example of President Abraham Lincoln getting away to a retreat near Washington D.C. during the Civil War to spend time alone and to think through the country's problems and solutions. Cal advocates for the importance of time for each of us to simply think. Not do. Not check our phones. But think.  Cal notes that many of us have almost no alone time and almost no time to simply just be, do and think.I appreciate how Cal weaves in Thoreau and Wendell Barry and their views on a deep life or a simple life being the good life. This book just does such a nice job of clearly explaining the challenges, distractions and addictions of our modern digital age and how we can redirect time spent on digital pursuits toward a meaningful life.If you are a fan of Cal's previous epic book, Deep Work, you'll love Digital Minimalism. If you haven't read Deep Work yet, do it.  It transformed my work habits away from ""shallow work.""  And then read Digital Minimalism too for sure!  Actually, you can read Digital Minimalism first, but then don't miss out on deep work.Okay , signing off my computer now to go spend time with my family! :)Mike Pritchard

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Tyler Morgan,"February 11, 2019",Verified Purchase,4,"









  
  
    
  As is always the case, I really enjoyed Cal Newport's writing in his new work.  I'm a bit biased in that I read his original yellow book (How to Win at College) almost ten years ago upon beginning college, and I know it played a big part in my success in college and in my professional life.  I've kept up with Cal's writing via his blog ever since, but I hadn't pulled the trigger on any of his other books until now.  I pre-ordered this book because I couldn't wait to read Cal's book-length treatise on the matter.Cal's philosophy on technology use has always been spot on, which is all the more surprising given his background as an MIT-educated computer science professor.  Digital Minimalism was everything I expected it to be, and I can't recommend it enough.  It is a book that everyone should read, as it really helps to put our current excessive technology use into perspective.  Sadly, most of those reading Digital Minimalism are likely the choir; those who most need to hear Cal's advice will be so caught up in their digital distraction that they will never encounter the book.My favorite thing about the book is that Cal's advice is immensely practical.  He is no Luddite, and he does not expect you to eliminate technology from your life.  In fact, he urges you to embrace technology when it strongly supports the things you value most in life.  He does not argue for or against any specific technology, but instead urges us to closely scrutinize any new technology before allowing it to enter our life.  We should stop viewing new technology through the prism of what we are missing out on, and instead evaluate new technology based on how it supports our core goals and, specifically, whether the new technology is the BEST way to support our goals.  If a new technology is deemed to be the best way to support our goals, Cal then recommends that we carefully tailor our use of the technology to get the most benefit while minimizing the concomitant distractions.  This is where Cal's practical advice shines.  For instance, instead of instituting a blanket ban on social media (like his detractors might expect him to do), Cal suggests that those who use social media limit their use to their computer or tablet (i.e., no iPhone social media unless absolutely necessary!) in order to eliminate boredom browsing, and also to tailor their settings for the social media application to ensure that the app is serving the user and not the other way around.  Although I share Cal's disdain for social media and abstain from it entirely, I definitely understand that total abstinence may not be feasible for some people, and I feel that his advice is the most common sense approach that I have come across.I found myself agreeing with almost everything Cal says in the book, but I do have two minor critiques.  First, toward the end of the book, Cal discusses the emergence of app-blocking software and ""Dumb Phones"", and seemingly recommends that we adopt these paternalistic mechanisms to prevent us from being trapped by the allure of new technology.  Cal's praise for these things weakens the strength of his arguments for the Digital Minimalism philosophy, as it suggests that we are doomed to be sucked into the new technology vortex and that the only way to avoid this outcome is to take drastic measures that will literally not allow us the freedom to make our own choices about technology.  I believe Cal's cheerleading of these app-blockers and ""Dumb Phones"" is short-sighted, as the practices outlined in Digital Minimalism should allow us the strong will to avoid these technological temptations.  Also, it needs to be said that introducing these things into your technological mix could actually cause additional distraction; think of how much time you might waste trying to program your browser blocker to prevent yourself from visiting a certain mix of ever-changing sites at various points in the day and week.  How much time will we waste researching the best ""Dumb Phone"" and constantly switching back and forth between it and our regular iPhone?  Is it worth all the trouble?  Tellingly, at the end of the section Cal seemingly admits that he just sticks with an iPhone, as it is not enough of a distraction for him to have to add the extra hassle of a ""Dumb Phone.""  I think this should be the advice for all of us, as unless we put ourselves in some sort of bubble, there will always be unavoidable digital temptations out there that will require a strong backbone (and Digital Minimalist mindset) to resist.My second criticism is that Cal's advice on how to spend your free time is a bit muddled.  On one hand, he strongly stresses the importance of ample amounts of solitude, which he describes as ""a subjective state in which your mind is free from input from other minds.""  Yet he also stresses the importance of prioritizing demanding activities that often require strained mental effort.  He references Arnold Bennett, who recommended reading difficult literature and poetry for leisure.  To be fair, Cal does caution against taking Bennett's list of prescribed activities too literally, but he seems to endorse Bennett's philosophy of engaging in mentally demanding leisure pursuits that don't fit his definition of solitude.  There seems to be a bit of conflict between the recommendation of Thoreau-esque solitude, whereby one might spend his/her time building a cabin or doing simple manual labor, and the recommendation of mentally demanding leisure activities such as reading dense writing.  I think that it is likely that both of these types of activities are important, but Cal never really distinguishes between the two nor provides a discussion of how much of each we might need.These two critiques are minor, and really should be viewed more as topics that I hope Cal will address in his future writings as opposed to outright criticisms.  I'm a huge fan of Cal and his writing, and I look forward to continuing to learn from him in the future.  In conclusion, I strongly recommend that you pick up a copy of Digital Minimalism, and perhaps pick up an extra copy to gift to that person in your life who never looks up from their phone.  Digital Minimalism is an important, timely work that we can all benefit from.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Lisa Miller,"February 5, 2020",Verified Purchase,4,"









  
  
    
  I like that the author cites data and tells stories, and that he gets concrete about what to do. Obviously no one could write a book that speaks to every possible relationship a user might have with their technology. However, I feel like the target audience here is educated white people who not only can buy smartphones but can also choose from whatever hobbies or activities they desire. I was picturing all the poverty-stricken folks out there who somehow manage to have a smartphone. Their lives may be just as hijacked by technology as the aforementioned white folks (perhaps more?) but they have less options for dealing with it.I’d also like to suggest, because it would be fun, the addition of a survey that evaluates one’s “addiction” to technology. As I tried to suss out my own level of addiction, I immediately went into denial. Does the addict readily admit his addiction? In truth, I barely touch Facebook, don’t use Twitter at all, and only use Instagram for family pics. But I did immediately stop playing the one game I play! I guess that one change made it worth reading the book!

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,William M.,"February 27, 2019",Verified Purchase,3,"









  
  
    
  I know i should know better by this point but I keep buying books like this one.  If you haven't read anything about how social media affects our lives negatively, then the first part of this could be interesting.  If, like me, you have read a fair amount about the subject, there isn't anything new.  Even the scattered tips for minimizing digital interaction aren't anything new.  I stayed interested for the first third of the book, so I have to give the author credit there.  His writing was engaging, even if I was reading the same old stuff.  It seems that one less studied side effect of our digitally-intensive lifestyles is the fact that it has created a market for books like this that could have been one third of the length.  Maybe someone should write an overlong book about that.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,amsmithson,"June 7, 2020",Verified Purchase,5,"









  
  
    
  Having transforming my home (and life) in the past years with minimalism, this book title really caught my eye as I have also been itching to clear up the digital clutter in my life.I expected this book to be more like a well-written ""how to"" approach to digital minimalism.While there are some fantastic suggestions in this book (with real life examples to accompany it), it is SO MUCH more.It is full of research and truths of the technology industry (and the companies that own them) that are so prevalent in our world today.  I didn't realize that I was going to be reading a book about how to ""stick it"" to the huge technology corps and how doing so can improve your life, but it is what it is!This is a fantastic book that is quite inspiring, and very easy to read.  A MUST read for anybody that feels trapped by social media/technology and is looking for some real-life advice to take back control of your day.  Best book I've read in a long time.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Eric Mabbott,"March 28, 2019",Verified Purchase,5,"









  
  
    
  In 2016 Cal Newport, a computer scientist at Georgetown University, published a book about cultivating habits of undistracted work. The premise was that while everyone else was getting distracted it provided an opportunity for those with disciplined focus. Cal got the praise and push-back he expected. What he didn’t expect was how many people wrote to him asking for a book applying the same principles to their time outside the office. That is just what Cal did. He wrote a book with a simple premise: You need to be intentional about your use of technology.This is for several reasons. First, technology is not neutral. It is a product made by people who want to both enhance your life and make money. In the current technology market money is to be made by keeping your eyeballs locked on the screen in your hand. Our phones and their apps are designed to bring us in and keep us there as long as possible. While this isn’t some nefarious conspiracy, there is an illusion we have embraced. We know there is no such thing as a free lunch, but there is a free app. Facebook and Twitter are free. And so many games are free with the ability to purchase if you want to. While the apps may be free one sense, they are very costly in another. But only if you value your time.Part 1 of the book deals with foundational arguments about the nature of technology and the need to get intentional about your tech use. Cal starts with the same recommendation for each of us:Take a technology breakNot a detox. Not a week-long fast. You need to take a break for thirty days. You read that correctly. A full month with technology use reduced down to only essential functions. No mindless scrolling through feeds, endless video playlists on YouTube or binge watching Netflix. Are you breathing into a paper bag yet? You need to recover things like boredom and silence. The idea is to do a digital reset. After thirty says you begin reintroducing the technology (apps, podcasts, social media) one at a time. As you do it is imperative to decide what you will use it for and how you will use it.Get intentional about your habitsPart 2 gets into four practices for healthy life like embracing silence and time alone, refusing to like or comment on social media, reclaiming your leisure time. The book is so clear I am not going to list the chapters. Here is the summary of the book:  We need to rethink how we are using technology.  We need to do a digital reset.  We need to intentionally fill our lives with the habits that will bring meaning and help us accomplish what we want.ReflectionsI have shared before about my struggle with my smartphone. Tony Reinke’s book moved me to take my phone habits seriously. I deactivated my Facebook account. I made some adjustments. But they weren’t enough. In January I began a week-long break from social media, podcasts, etc. During that week I came across Cal’s book and immediately decided to extend it out for the full thirty days. What could happen?It made a huge difference. Once you break away from social media, it bores you to read it. Instead, I read/listened to something like eight books. I invested more time in exercise. I prayed more. I was more present with others. My Screen Time app reported I had reduced my screen time by 30% three weeks in a row. At that point I made a decision: I’m getting rid of my smartphone. And I did. I now have this bad boy. That’s right. It has a keypad. It has been a few weeks without my smartphone and everything is going well. No, I don’t think everyone should get rid of their smartphones. I just realized I didn’t actually need mine and it was actively making my life worse.I still use Twitter, but barely. My blog and sermons publish to my account so I have a specific use for it. One mistake I made was with YouTube. I didn’t define how I would use it so it quickly became a distraction. I have since ceased from using it completely until I define how/when I am using it and what I am using it for.Bottom LineI don’t want to be the obnoxious guy telling everyone how they are doing it wrong. I’m not anti-technology. I’m trying to figure out how to use technology in a way that supports my life rather than takes it over. I want to be a faithful husband, father, and pastor. There are many obstacles along the way. Some have been put there by others. Many of them I put there by accident. I can work on those. Cal Newport’s book was really helpful for me. It pushed me over the edge to take action. I think it will help you too (even if you keep your smartphone!). It is a fast read and I highly recommend it.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Blake Boles,"May 16, 2019",Verified Purchase,3,"









  
  
    
  TL;DR(Well, I did actually read it, but maybe you don't have to.)The book in a nutshell:- Modern phones, apps, and social media take advantage of intermittent positive reinforcement and status anxiety. Watch out for that.- If you're truly addicted to an app or social media, try going cold turkey for 30 days, refocusing on quality in-person activities, and then reintroducing the app/media with intentionality about specifically when and how you use it.- Leave your phone at home sometimes. Leave it on Do Not Disturb whenever possible. Go on long walks.- Instead of ""liking"" and commenting on your friends' social media, initiate conversations with those same people.- Have hobbies. Build stuff. Play Settlers of Catan. Do Crossfit. (The last two are examples of ""social leisure."")That's it.Deep Work was a solid purchase. This one I question.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,sinecure,"June 27, 2019",Verified Purchase,2,"









  
  
    
  This book is about good leisure practices, and about how they are related to minimizinguse of digital technology in one's life. There are some nuggets of wisdom in the text, butit felt like a magazine article would have sufficed instead of this book.We have been hearing for a while now about how the internet is messing with our heads.More recently, the books' focus shifted to social media, and the manipulative tactics ofthe social media companies to keep their users hooked. This book opens with a chapter onthat subject, doing its part to promote the paranoia. It is undeniable that Facebook andothers spend a great deal of effort on making their products 'addictive'. It is also clearthat a large number of people use social media to varying extents. But there is no proofthat Facebook programmers' manipulative tactics are what are keeping Facebook usagehigh.Some programmers working behind the scenes to ""affect the thinking of billions ofusers"" is the stuff of science fiction. Sure, Facebook can make some people feel acertain emotion for a short period of time, but even a bill board can do that. But thiswhole idea of zombie-like users being affected in powerful ways is false.Unfortunately, many of the liberal authors seem to have adopted that as gospel truth. Thatseems to be how they explain away the 2016 election result. It is unthinkable to them thatpeople saw it fit to vote for Donald Trump as President. No, it has to be the 'Russian ads'on Facebook. (But nobody can explain what is so magical about the 'Russian ads' that amere $100k worth of those ads worked to change people's minds, while hundreds of millionsof dolalrs' worth of ads from Hillary Clinton utterly failed! LOL!) Newport doesn't goquite that far, though he refers to the '16 election result as a 'crisis' and seems tothink the 'Russian ads' played a role.Meanwhile, if you are not a liberal trying to explain away an election result, you willsee that millions of users quit social media on their own, or reduce their usage. Justa couple of days ago, we heard about how Facebook activity went down a whole lot aftersome of the scandals came to light. This is hardly the sign of zombies.I think Nicholas Carr had it right in The Shallows - internet use leads to shallowthinking habits. The subsequent focus of other writers on social media companies ismisplaced.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Brooke S.,"February 8, 2019",Verified Purchase,5,"









  
  
    
  This book makes me happy. Literally, I find myself smiling as I read this book, so grateful that someone has finally put a name (digital minimalism) to a lifestyle that I can embrace that will improve my wellbeing on every level.I have long been searching for my own answers and methods to keep technology from overtaking my life, even to the extent of creating my own ""Digital Detox"" online course for my students. I have studied ways to find balance with technology and employed many boundaries and strategies to keep my life feeling balanced.  So is there anything new to Cal Newport's approach?YES.First of all, his title is inspired.  I love having an actual ""philosophy"" about digital tools, that goes beyond implementing rules and boundaries.  Rules and boundaries only last so long. It's understanding ""why"" a rule or boundary exists that keeps one committed.  The philosophy of Digital Minimalism promotes the idea that we choose which tools best serve our values, and happy let go of the rest. A tool must give more than it takes.  This was eloquently taught by Newport in an unexpected reflection on Thoreau's New Economics principle that you must also consider your quality of life when determining what tool is worth your time and energy.I loved the suggested practices that Newport gives for how to create more solitude in your life and have already started a daily practice of walking outside in nature completely unplugged!  He also has valuable strategies on how to use your phone as a tool rather than a device that runs your life.  I do know enough to turn off notifications, but Newport's ideas went beyond this.  Already I'm seeing such great improvement in my quality of life and the automony that I have found.I have to admit, I already live a fairly minimalist digital life---I quit social media over a year ago and removed any app from my phone that would ever cause me to go down a rabbit hole.  I do a lot more than the average person to live with intention and solitude.  That being said, I'm delighted to report that this book was still a break through for me and felt like I suddenly had the philosophy and foundation for all the strategies that I've been trying to implement.  I can only imagine how earth shattering this book will be for someone currently caught in the grasp of digital addiction.  If followed, this could absolutely dramatically change one's life in the most productive and meaningful ways :)

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Eddard S.,"February 9, 2019",Verified Purchase,5,"









  
  
    
  I don't recommend many books because most are drivel.  Most are 20 pages of info stretched into 300 pages.This book could be shorter, it's true.  But it provides immense value.  Let me explain.This book will be most useful to those who use too much technology.  Now, you may think that's not you but I would guess most people below 40 are using tech wayyyy too much.  I have started a digitla declutter and even after 5 days I feel better.  It's difficult though.  Once you eliminate digital clutter you suddenly notice you have tons of time - you really can't comprehend how much time you are looking at or using technology until you do a 30 day or however long declutter experiment.I think every person should do this if they have a smart phone or use tech frequently.  I think this could be one of the most important books you buy if you use technology frequently.The book specifically has a pholosphy section, declutter section and then a practical section (things to do).  It's wel written and more importantly well-thought out.  One of the best books I've purchased in years.  I highly recommend this and would HIGHLY recommend actually doing the declutter experiment because it could absolutely change everything about your life.  Very few books have life changing information in them... again, this would not work if youre a person who doesn't use smart phones or has technology products (laptops, desktop, use internet, etc).  But if you use tech for even 1-2 hrs a day, or sometims 6-10 hrs then you will be amazed at how much you can improve your relationships with these things.  I think anyone under 30 would benefit HUGELY from this.  I can't understate that.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Kingfisher,"April 2, 2019",Verified Purchase,5,"









  
  
    
  I still spend way too much time on screens, but this is a great book. Cal Newport is a very compelling and engaging writer, which is a really good thing because I'm guessing I'm not the only person who needs his work whose attention span has been shredded by excessive digital media. His arguments are clear and ideas thought provoking. After reading Digital Minimalism, I liked it so much, I bought his other two books.He has an issue sometimes confusing correlation with causation when discussing research findings in order to make his point, which is surprising to me and rather disappointing given that he's clearly highly intelligent and a critical thinker, but even with this objection (a serious frustration as a scientist) the book is so good I'm still giving it 5 stars. One of the only things I've found that takes a nuanced perspective, and works to get at the root of why digital media is both the benefit and problem it is and offers solid advice on how to navigate that.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Priscilla Bettis,"June 19, 2020",Verified Purchase,5,"









  
  
    
  If you don’t think you need to detox from Twitter for a month, then you probably DO.I actually started to worry while reading. What is all my online activity doing to my brain? But Newport explains with real-life solutions how you can be part of the digital world without being controlled by it.Thirty percent of the book is cited references and the index and endnotes. Newport did a LOT of research, which I appreciate because I’d rather read a book of facts than a book of just one person’s opinion.Important book, 5 stars.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Wyatt Buckingham,"March 21, 2019",Verified Purchase,3,"









  
  
    
  There are a few insights in here worth reviewing, but nothing common sense didn't already inform you of: solitude is vastly important, social media is designed to keep you hooked, the attention economy doesn't give a hoot about intimacy or your analog ""craft"" passion projects, etc.There's an echelon (I wouldn't say genre per se) of books that are better formatted in whatever synoptic article version of them exists out there. I'd imagine The Atlantic or some similar publication summarizes his points -- just go find that and save yourself some time so you can get back to your digital-vegan woodworking project (har har har).

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Hande Z,"May 20, 2019",Verified Purchase,2,"









  
  
    
  This is a very shallow book with an important message: Decrease your dependence on technology. There is no serious examination of what constitutes over-dependence on technology. The book is replete with platitudes and anecdotal stories. The author gives plenty of common-sense examples of what is good for us to do to decrease our reliance on tech devices. ‘Leave your phone at home’; take long walks; ‘join something’, like ‘junto’ a ‘mutual self-improvement club’. The entire book is more like an after-dinner talk (and a boring one too). This has unfortunately turned out like some of his other books. ‘So Good They Can’t Ignore You’ published in 2012 is one of them. His thesis of working hard to improve your craft is more important than passion is, a little suspect, to put it mildly.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Jill Hinton Wolfe,"February 28, 2019",Verified Purchase,4,"









  
  
    
  I’ve always been a big fan of Newport’s (his “So Good They Can’t Ignore You” is required reading in my college course), and tried to read “Deep Work” awhile back but threw up my figurative hands in the air thinking, “This guy is a  total Luddite!” But it must have touched something in me because I bought this book, hoping it might give me some insight as to why I just couldn’t seem to focus on my myriad of passion projects, whether it be growing my small business or finishing my novel.Newport is pragmatic & straight-forward, giving readers a wide-range of practical ideas for reducing their screen time. But my favorite chapter was the one on Solitude, drawing wisdom from Thoreau and Lincoln. Today is Feb. 28 - tomorrow I start my 30 day detox experiment, which I’ll implement via a custom plan I put together with the help of this book. Wish me luck!

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Ona,"May 23, 2019",Verified Purchase,3,"









  
  
    
  I bought the book to learn more about Cal Newport's approach to minimalism. Can't say that I was overwhelmed with enthusiasm. While not a bad book, I found just a little too much sales-y-ness to it. Plus, as a writer, I get some great ideas while browsing the internet. Indeed, without the Internet, earning as a freelance writer would be a lot more difficult. While disconnecting from the various digital feeds could be beneficial, and cell phones can be distinctly annoying, they do have their advantages.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Nate Wagner,"July 30, 2019",Verified Purchase,5,"









  
  
    
  A philosophy of technology which you focus your online time on a small number of carefully selected and optimized activities that strongly support things you value and then happily miss out on everything else.3 simple application points:If I stopped using this technology/app all together what harm/disruption would occur in my professional/personal life?How can constrain my use of text/other apps to one time of day (batch text/email) to not allow it to impact too much of my time?Set up ""conversation office hours."" - I'm working on creating thisUltimately can I say that technology has made me a better person?

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,meg,"July 2, 2019",Verified Purchase,5,"









  
  
    
  All of Cal Newport's books have been life-changing for me. I LOVE them. Digital Minimalism is well written and well crafted. The first section delves into the why and the second section delves into the how. Very very practical and I'm ""enjoying"" my digital detox with the help of Cal's book!

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,A. Maurer,"August 23, 2020",Verified Purchase,5,"









  
  
    
  This book came at the perfect time in my life. I purchased when it first came out and was part of his study mentioned in the book.Did not read until now as I am working to declutter my life physically, mentally, and digitally. This book hits a key element that will lead to success and that is that this philophy will work if""the key to sustained success with this philosophy is accepting that it’s not really about technology, but is instead more about the quality of your life.""and that as we remove things from our life we need to ""spend this period trying to rediscover what’s important to you and what you enjoy outside the world of the always-on, shiny digital.""

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Stan Sienkiewicz,"January 12, 2020",Verified Purchase,2,"









  
  
    
  I read this book as it has been mentioned in many product circles. I wasn't certain if it would be of interest to me as I'm not addicted to social media on mobile devices. And I was right. Not much here for me. But there were some interesting discussions here and there especially about solitude. Not certain if you have a digital addiction this book would help. Since it's a quick read you may find a point or two worthy of the effort.

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Barb Raveling,"March 6, 2019",Verified Purchase,5,"









  
  
    
  I read Cal's Deep Work book, and that was so life-changing I was excited to read this newest book. I'm only halfway through but I can already tell it will be equally life-changing! I've read different things on digital declutter but what I love about Cal's book is that he approaches it from such a logical standpoint that you end up asking yourself, ""What kind of life do I really want to live?"" And what I find is that I'm being careless with technology-checking the Internet willy nilly whenever I want to know something among other things- and that that is not adding to the quality of my life!Cal suggests doing a 30 day digital declutter. What I like about the way he does this is that he gives clear steps on how to set up a personalized declutter based on your weak areas and what you need for work or family life. I'm an author, so I'm on the computer a lot just for my job, but I'm definitely on it more than I need to be in a way that makes my life worse not better. I'm only halfway through Cal's book but I'm super excited about how it will change my life!

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,Nate R CO,"May 13, 2020",Verified Purchase,5,"









  
  
    
  This is now the second book by Newport I've read in quarantine. On the first read, I found it less compelling that Deep Work but in reflecting on this and re-reading it to make notes I realize that Digital Minimalism is simply more focused and pragmatic. Newport presents a clear and alarming picture of current digital practice - and a thorough solution. His philosophy is simple in concept, counter-cultural in action, difficult to employ, but promises profound benefits for those to undertake it. These benefits aren't just personal, but promise to benefit families, workplaces, and communities. Vive la resistance!

  
"
Digital Minimalism: Choosing a Focused Life in a Noisy World,nanci hobson,"March 8, 2019",Verified Purchase,5,"









  
  
    
  I read Deep Work, and I like this book even better.  Cal Newport has a very easy-going, bantering writing style.  It is enjoyable to read, but you really get a lot of good advice in this book.  I find that I don't get as much done as I'd like to by the end of the day.  I'm self employed, and I work at home.  This book has really made a difference for me, as did 'Deep Work'.  I do not identify with ALL of the chapters, the one about finding meaningful ways to fill the extra time that you will have really made me laugh.  I have plenty of meaningful hobbies to fill my time with.  So I pretty much skipped that chapter.  But the rest of the book is very good.  He manages to inspire you without sounding like he is nagging you to do the right thing.  He makes you WANT to do it.  Very good writer.

  
"
